600.000000 | 500.000000 | 0
600.000000 | 400.000000 | 1
500.000000 | 400.000000 | 2
400.000000 | 400.000000 | 0
400.000000 | 500.000000 | 1
400.000000 | 600.000000 | 2
500.000000 | 600.000000 | 0
600.000000 | 600.000000 | 1
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
0.000000 | 0.000000 | 0
